applicant_id,jurisdiction,age,income,credit_score,debt_to_income,employment_length,loan_amount,postcode_risk_band,thin_file_flag,income_instability_flag,model_score,decision,observed_default,gender_audit,age_band,protected_group_flag,audit_group,denial_feature_candidate
APP-00410,US,30,37896,790,0.137,4.4,10680,Low,0,1,0.8544,Approved,0,Female,26-35,1,Protected audit group,income_instability_flag
APP-00411,EU,21,55045,683,0.405,10.0,25459,Medium,0,1,0.4506,Declined,0,Male,19-25,0,Reference audit group,income_instability_flag
APP-00412,EU,34,23573,707,0.287,1.8,12268,Low,0,0,0.5219,Declined,0,Female,26-35,0,Reference audit group,employment_length
APP-00413,EU,42,101001,850,0.318,9.6,30363,Low,0,0,0.956,Approved,0,Female,36-45,0,Reference audit group,credit_score
APP-00414,US,26,31648,641,0.451,2.2,13899,Low,0,0,0.2795,Declined,0,Female,26-35,0,Reference audit group,debt_to_income
APP-00415,US,37,31549,738,0.399,2.2,10986,High,0,0,0.5111,Declined,1,Male,36-45,1,Protected audit group,postcode_risk_band
APP-00416,US,57,45345,668,0.458,1.1,21518,Low,0,0,0.3738,Declined,1,Female,56+,1,Protected audit group,employment_length
APP-00417,US,30,42110,692,0.344,9.9,12008,Low,0,0,0.6233,Approved,0,Female,26-35,1,Protected audit group,credit_score
APP-00418,US,30,64855,621,0.562,1.7,43645,Medium,1,0,0.1267,Declined,0,Male,26-35,0,Reference audit group,debt_to_income
APP-00419,US,36,30823,556,0.088,2.7,10461,Medium,0,0,0.1854,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00420,US,40,64267,651,0.567,7.6,39326,High,0,0,0.265,Declined,1,Female,36-45,1,Protected audit group,debt_to_income
APP-00421,US,40,43390,655,0.229,8.0,24185,Low,0,1,0.4628,Declined,1,Female,36-45,0,Reference audit group,income_instability_flag
APP-00422,EU,33,39344,653,0.501,5.3,16055,High,1,0,0.1819,Declined,0,Male,26-35,1,Protected audit group,thin_file_flag
APP-00423,EU,44,23454,582,0.156,5.4,8201,Low,0,0,0.2627,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00424,US,37,50093,553,0.317,1.6,23857,Low,1,0,0.1069,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00425,US,53,29992,601,0.421,9.3,13505,Medium,0,0,0.2049,Declined,1,Female,46-55,1,Protected audit group,credit_score
APP-00426,EU,39,41085,718,0.336,3.8,24959,Medium,0,0,0.5555,Declined,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00427,US,38,73581,711,0.383,2.2,39624,High,0,1,0.4338,Declined,1,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00428,EU,19,36877,715,0.45,5.5,19335,Low,0,0,0.5637,Approved,0,Male,19-25,0,Reference audit group,debt_to_income
APP-00429,EU,25,27052,686,0.299,3.1,8730,High,0,0,0.3886,Declined,0,Female,19-25,1,Protected audit group,postcode_risk_band
APP-00430,US,42,45961,732,0.19,8.9,18292,Medium,0,0,0.7543,Approved,1,Female,36-45,1,Protected audit group,postcode_risk_band
APP-00431,EU,53,53992,597,0.384,2.5,22712,Very High,1,1,0.0742,Declined,1,Female,46-55,1,Protected audit group,credit_score
APP-00432,US,27,24060,687,0.335,8.0,10794,Medium,1,0,0.3701,Declined,0,Male,26-35,1,Protected audit group,thin_file_flag
APP-00433,EU,37,142481,774,0.258,13.7,49171,Medium,0,0,0.8896,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00434,US,33,26358,658,0.419,0.0,12380,Medium,1,0,0.1808,Declined,0,Male,26-35,1,Protected audit group,employment_length
APP-00435,EU,45,38091,650,0.384,3.7,19041,High,0,0,0.2623,Declined,0,Female,36-45,1,Protected audit group,postcode_risk_band
APP-00436,US,27,37807,611,0.484,2.7,13574,High,1,0,0.1027,Declined,0,Male,26-35,1,Protected audit group,credit_score
APP-00437,US,45,44318,676,0.342,6.2,14086,Medium,1,1,0.3333,Declined,0,Male,36-45,1,Protected audit group,thin_file_flag
APP-00438,EU,21,28050,662,0.348,2.1,10301,Low,0,0,0.3858,Declined,0,Male,19-25,1,Protected audit group,credit_score
APP-00439,EU,42,76284,678,0.238,2.4,34082,Very High,0,0,0.4213,Declined,0,Male,36-45,1,Protected audit group,postcode_risk_band
APP-00440,EU,48,63363,720,0.374,0.4,25287,Medium,0,0,0.5742,Approved,0,Male,46-55,0,Reference audit group,employment_length
APP-00441,US,26,33585,577,0.452,3.4,18763,High,0,0,0.0936,Declined,1,Female,26-35,0,Reference audit group,credit_score
APP-00442,EU,56,43153,703,0.355,9.2,15140,Medium,0,0,0.5944,Approved,0,Male,56+,0,Reference audit group,postcode_risk_band
APP-00443,US,44,75616,662,0.292,5.3,31391,Medium,0,1,0.4445,Declined,0,Male,36-45,0,Reference audit group,income_instability_flag
APP-00444,US,30,53530,638,0.161,2.9,24946,Low,0,1,0.4087,Declined,0,Male,26-35,1,Protected audit group,income_instability_flag
APP-00445,EU,42,36047,573,0.268,2.7,17531,High,1,0,0.0892,Declined,1,Female,36-45,1,Protected audit group,credit_score
APP-00446,EU,39,63449,715,0.284,5.8,24615,Medium,0,0,0.6736,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00447,US,45,31746,696,0.342,4.6,11168,Low,1,1,0.3868,Declined,0,Female,36-45,0,Reference audit group,thin_file_flag
APP-00448,EU,39,40656,633,0.308,2.4,12378,Very High,0,0,0.2187,Declined,0,Female,36-45,1,Protected audit group,postcode_risk_band
APP-00449,US,27,32072,716,0.398,1.9,18121,Low,0,1,0.4611,Declined,0,Female,26-35,1,Protected audit group,income_instability_flag
APP-00450,US,45,37740,678,0.422,17.9,18272,Medium,1,0,0.3421,Declined,1,Male,36-45,1,Protected audit group,thin_file_flag
APP-00451,US,34,49865,687,0.496,3.7,18962,Low,0,0,0.4754,Declined,0,Female,26-35,0,Reference audit group,debt_to_income
APP-00452,EU,37,31306,668,0.448,5.7,15105,High,0,1,0.2417,Declined,0,Male,36-45,1,Protected audit group,postcode_risk_band
APP-00453,US,32,27776,583,0.504,10.0,14351,Very High,0,1,0.0693,Declined,1,Female,26-35,1,Protected audit group,credit_score
APP-00454,US,27,49905,571,0.334,0.2,31921,Medium,1,0,0.0904,Declined,0,Male,26-35,1,Protected audit group,credit_score
APP-00455,US,43,67156,677,0.336,9.3,28268,Medium,1,0,0.4524,Declined,1,Male,36-45,0,Reference audit group,thin_file_flag
APP-00456,US,58,30278,737,0.192,7.5,6527,Medium,0,0,0.7456,Approved,0,Female,56+,0,Reference audit group,postcode_risk_band
APP-00457,EU,24,62674,709,0.109,4.7,13130,Low,0,0,0.7804,Approved,0,Female,19-25,0,Reference audit group,credit_score
APP-00458,EU,25,43979,586,0.4,1.3,20511,Low,1,1,0.1024,Declined,0,Female,19-25,0,Reference audit group,credit_score
APP-00459,US,30,28913,729,0.313,3.0,14298,Medium,0,0,0.5703,Approved,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00460,EU,37,50201,636,0.466,7.5,22486,Very High,0,0,0.2189,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00461,US,45,53847,663,0.249,1.8,17396,High,0,0,0.3963,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00462,EU,22,70754,623,0.243,6.3,33388,Low,1,0,0.3532,Declined,0,Female,19-25,0,Reference audit group,thin_file_flag
APP-00463,US,43,61922,655,0.424,5.0,33099,High,0,0,0.3142,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00464,US,54,39535,619,0.3,9.0,15167,Medium,0,1,0.2797,Declined,0,Female,46-55,1,Protected audit group,credit_score
APP-00465,EU,60,36991,651,0.392,6.1,9347,Low,0,0,0.4267,Declined,0,Male,56+,0,Reference audit group,credit_score
APP-00466,US,41,68640,668,0.382,2.9,29554,Medium,0,0,0.434,Declined,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00467,EU,19,55247,657,0.401,2.1,22915,Low,0,0,0.4094,Declined,0,Male,19-25,1,Protected audit group,debt_to_income
APP-00468,US,42,53963,730,0.235,4.0,30320,Low,0,0,0.7266,Approved,0,Female,36-45,1,Protected audit group,loan_amount
APP-00469,EU,44,90650,684,0.311,0.5,33559,Low,0,0,0.5862,Approved,0,Male,36-45,0,Reference audit group,employment_length
APP-00470,US,29,34136,666,0.332,7.6,15708,High,0,0,0.3728,Declined,0,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00471,US,38,114678,721,0.299,3.0,51304,Low,0,0,0.7449,Approved,0,Female,36-45,0,Reference audit group,credit_score
APP-00472,EU,30,40981,594,0.433,1.5,15519,High,1,0,0.0885,Declined,0,Female,26-35,1,Protected audit group,credit_score
APP-00473,US,60,21776,656,0.319,2.8,2998,High,0,0,0.2875,Declined,1,Female,56+,1,Protected audit group,postcode_risk_band
APP-00474,EU,31,27138,690,0.267,3.5,7073,High,0,0,0.4323,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00475,US,33,57018,697,0.374,5.3,29082,Medium,0,0,0.5364,Declined,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00476,EU,24,47684,599,0.417,2.8,16952,High,1,0,0.1113,Declined,1,Female,19-25,0,Reference audit group,credit_score
APP-00477,EU,39,76136,760,0.396,7.4,24472,High,0,0,0.74,Approved,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00478,US,28,38745,691,0.146,2.5,12850,High,1,0,0.4107,Declined,0,Male,26-35,0,Reference audit group,thin_file_flag
APP-00479,EU,24,92085,710,0.409,3.8,55474,Low,0,1,0.5738,Approved,0,Female,19-25,0,Reference audit group,income_instability_flag
APP-00480,US,33,40812,639,0.295,4.9,27236,Medium,0,0,0.3239,Declined,0,Male,26-35,1,Protected audit group,credit_score
APP-00481,US,44,33085,606,0.299,1.8,11902,Medium,0,0,0.2181,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00482,US,46,43207,763,0.412,9.5,20304,High,0,0,0.678,Approved,0,Male,46-55,0,Reference audit group,postcode_risk_band
APP-00483,US,33,35536,648,0.234,1.3,13800,High,0,0,0.3006,Declined,0,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00484,EU,50,63693,694,0.576,3.9,30332,Medium,0,0,0.4191,Declined,1,Female,46-55,0,Reference audit group,debt_to_income
APP-00485,US,41,35323,618,0.374,13.0,20053,Medium,0,0,0.2646,Declined,0,Male,36-45,1,Protected audit group,credit_score
APP-00486,US,19,35394,728,0.321,10.7,12627,Low,0,0,0.7148,Approved,0,Female,19-25,0,Reference audit group,credit_score
APP-00487,EU,37,30524,716,0.43,2.3,14305,Medium,0,0,0.4657,Declined,0,Female,36-45,0,Reference audit group,debt_to_income
APP-00488,EU,29,43788,487,0.152,2.4,18529,High,1,1,0.0328,Declined,1,Male,26-35,1,Protected audit group,credit_score
APP-00489,EU,48,46876,754,0.477,2.6,29920,Low,0,0,0.6476,Approved,0,Male,46-55,0,Reference audit group,debt_to_income
APP-00490,EU,59,69307,667,0.373,1.6,27155,Low,0,0,0.4788,Declined,0,Male,56+,0,Reference audit group,employment_length
APP-00491,EU,39,37538,698,0.338,10.0,14929,Medium,1,0,0.4602,Declined,1,Male,36-45,0,Reference audit group,thin_file_flag
APP-00492,US,27,57921,614,0.208,2.0,18891,Very High,1,0,0.1659,Declined,1,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00493,EU,45,35138,696,0.245,2.0,12796,Very High,0,0,0.3985,Declined,0,Female,36-45,1,Protected audit group,postcode_risk_band
APP-00494,EU,32,91224,679,0.232,11.0,44972,High,1,0,0.4727,Declined,1,Female,26-35,1,Protected audit group,thin_file_flag
APP-00495,EU,34,28811,707,0.448,4.1,17289,High,0,0,0.3636,Declined,0,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00496,EU,31,60381,608,0.419,2.1,26534,Medium,1,0,0.157,Declined,0,Female,26-35,0,Reference audit group,credit_score
APP-00497,US,35,41137,648,0.382,2.6,17389,Medium,0,1,0.2635,Declined,0,Female,26-35,1,Protected audit group,income_instability_flag
APP-00498,US,47,29450,666,0.437,5.0,11198,High,0,0,0.2882,Declined,1,Male,46-55,1,Protected audit group,postcode_risk_band
APP-00499,EU,33,35620,744,0.512,7.4,20907,Medium,0,0,0.5867,Approved,0,Female,26-35,0,Reference audit group,debt_to_income
APP-00500,US,24,56597,769,0.471,6.2,32414,Medium,1,1,0.5634,Approved,0,Male,19-25,0,Reference audit group,thin_file_flag
APP-00501,US,45,56784,717,0.33,4.6,25875,Low,0,1,0.6153,Approved,0,Female,36-45,0,Reference audit group,income_instability_flag
APP-00502,US,55,33743,729,0.358,4.5,16037,Low,0,0,0.6392,Approved,0,Male,46-55,0,Reference audit group,credit_score
APP-00503,EU,39,73982,632,0.204,3.8,20392,High,1,0,0.2921,Declined,0,Female,36-45,1,Protected audit group,thin_file_flag
APP-00504,EU,50,30138,708,0.567,7.5,11687,High,0,1,0.3283,Declined,1,Male,46-55,0,Reference audit group,debt_to_income
APP-00505,US,60,48607,747,0.228,8.8,18776,Medium,0,1,0.7362,Approved,0,Male,56+,0,Reference audit group,income_instability_flag
APP-00506,EU,36,37953,690,0.384,5.3,14434,Low,0,0,0.5355,Declined,0,Male,36-45,0,Reference audit group,debt_to_income
APP-00507,EU,45,43787,662,0.387,2.3,19300,High,0,0,0.2977,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00508,EU,29,75474,732,0.51,0.5,36454,High,0,0,0.4877,Declined,1,Male,26-35,1,Protected audit group,employment_length
APP-00509,EU,44,78089,718,0.232,2.6,38364,Medium,0,1,0.6181,Approved,0,Female,36-45,0,Reference audit group,income_instability_flag
APP-00510,US,22,52482,644,0.335,0.7,18911,Low,0,1,0.3269,Declined,0,Female,19-25,0,Reference audit group,employment_length
APP-00511,US,63,69752,760,0.413,2.4,37399,Medium,0,0,0.6966,Approved,0,Female,56+,0,Reference audit group,postcode_risk_band
APP-00512,US,45,65068,614,0.469,3.0,33183,Medium,0,0,0.224,Declined,1,Male,36-45,0,Reference audit group,credit_score
APP-00513,EU,41,37721,639,0.241,1.0,11939,Very High,0,0,0.2371,Declined,0,Male,36-45,1,Protected audit group,postcode_risk_band
APP-00514,EU,34,42618,728,0.213,2.0,14235,Medium,0,0,0.6665,Approved,0,Male,26-35,0,Reference audit group,postcode_risk_band
APP-00515,US,46,68978,626,0.427,4.1,40344,High,0,0,0.2299,Declined,0,Male,46-55,1,Protected audit group,credit_score
APP-00516,EU,27,54593,678,0.241,1.0,19898,Low,0,0,0.5539,Declined,1,Male,26-35,0,Reference audit group,employment_length
APP-00517,US,41,35030,700,0.218,10.8,16191,Very High,0,0,0.4927,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00518,US,19,43993,583,0.503,1.8,27711,Medium,0,0,0.1146,Declined,1,Female,19-25,1,Protected audit group,credit_score
APP-00519,US,36,53929,726,0.261,1.3,21920,Medium,0,0,0.6434,Approved,0,Female,36-45,0,Reference audit group,employment_length
APP-00520,US,30,53898,677,0.414,3.9,24750,Medium,0,0,0.4301,Declined,0,Male,26-35,0,Reference audit group,postcode_risk_band
APP-00521,EU,37,45192,695,0.346,4.0,8701,Medium,0,0,0.5463,Declined,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00522,EU,31,38750,732,0.142,12.0,19389,Medium,0,0,0.7477,Approved,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00523,EU,46,75843,729,0.171,8.1,37821,Low,0,0,0.8188,Approved,0,Male,46-55,0,Reference audit group,credit_score
APP-00524,US,19,26798,554,0.523,4.7,13332,Very High,0,1,0.0386,Declined,0,Female,19-25,1,Protected audit group,credit_score
APP-00525,EU,40,68527,711,0.388,2.9,37622,High,0,0,0.4934,Declined,1,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00526,EU,33,69126,587,0.274,13.1,24311,Very High,0,0,0.2135,Declined,0,Male,26-35,1,Protected audit group,credit_score
APP-00527,EU,32,73516,572,0.32,3.0,36185,Low,1,0,0.1636,Declined,1,Female,26-35,0,Reference audit group,credit_score
APP-00528,US,38,35008,622,0.363,2.1,14194,Medium,0,1,0.1932,Declined,0,Male,36-45,1,Protected audit group,credit_score
APP-00529,EU,32,64504,732,0.421,4.2,36672,Medium,0,0,0.618,Approved,0,Female,26-35,0,Reference audit group,debt_to_income
APP-00530,US,22,27523,693,0.259,3.1,13772,Medium,0,0,0.4725,Declined,0,Male,19-25,1,Protected audit group,postcode_risk_band
APP-00531,EU,40,54250,703,0.229,4.2,25064,Medium,0,0,0.6169,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00532,US,24,31241,599,0.309,3.0,18497,Low,1,0,0.1562,Declined,0,Male,19-25,1,Protected audit group,credit_score
APP-00533,US,19,28796,750,0.526,2.1,13805,Medium,0,0,0.5193,Declined,0,Female,19-25,0,Reference audit group,debt_to_income
APP-00534,US,24,36612,682,0.233,1.7,10305,Medium,0,1,0.4315,Declined,0,Male,19-25,1,Protected audit group,income_instability_flag
APP-00535,EU,30,48772,709,0.198,6.8,22209,Low,0,0,0.7194,Approved,0,Female,26-35,0,Reference audit group,credit_score
APP-00536,EU,37,50672,785,0.469,11.3,22781,Low,0,1,0.7748,Approved,0,Male,36-45,0,Reference audit group,income_instability_flag
APP-00537,US,44,49598,639,0.528,16.9,21124,Low,0,0,0.3528,Declined,1,Male,36-45,0,Reference audit group,debt_to_income
APP-00538,US,36,52323,727,0.314,3.4,21729,Low,0,0,0.6919,Approved,0,Male,36-45,0,Reference audit group,credit_score
APP-00539,US,44,44302,659,0.245,8.9,17012,Low,0,0,0.5575,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00540,US,22,49995,694,0.27,7.8,16688,Low,0,0,0.6735,Approved,0,Male,19-25,0,Reference audit group,credit_score
APP-00541,US,34,35281,663,0.291,3.1,17453,Very High,0,0,0.2754,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00542,US,29,27620,495,0.512,4.5,12815,Medium,1,0,0.0256,Declined,1,Female,26-35,0,Reference audit group,credit_score
APP-00543,EU,51,34964,695,0.373,1.3,18686,High,1,0,0.2663,Declined,0,Female,46-55,1,Protected audit group,thin_file_flag
APP-00544,US,46,70966,796,0.312,2.2,40807,High,0,1,0.7299,Approved,0,Male,46-55,1,Protected audit group,postcode_risk_band
APP-00545,US,25,40015,662,0.156,5.1,7874,High,0,0,0.4705,Declined,0,Male,19-25,0,Reference audit group,postcode_risk_band
APP-00546,EU,39,60811,652,0.394,6.4,34636,Very High,0,1,0.2316,Declined,0,Male,36-45,1,Protected audit group,postcode_risk_band
APP-00547,US,49,40750,761,0.509,5.5,15561,Low,0,0,0.7071,Approved,1,Female,46-55,1,Protected audit group,debt_to_income
APP-00548,EU,30,118318,707,0.417,3.0,54453,Medium,1,0,0.5004,Declined,0,Female,26-35,0,Reference audit group,thin_file_flag
APP-00549,US,40,39561,711,0.454,6.2,14907,Medium,0,1,0.4698,Declined,0,Male,36-45,0,Reference audit group,income_instability_flag
APP-00550,EU,36,27712,573,0.335,2.4,12806,High,0,0,0.103,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00551,US,42,87815,685,0.452,1.3,44782,Low,0,0,0.5035,Declined,0,Female,36-45,0,Reference audit group,employment_length
APP-00552,US,57,62988,756,0.336,2.7,23339,Low,0,0,0.773,Approved,0,Female,56+,0,Reference audit group,credit_score
APP-00553,EU,54,44129,687,0.424,6.1,23767,Low,0,0,0.5094,Declined,0,Male,46-55,0,Reference audit group,debt_to_income
APP-00554,US,23,62856,800,0.25,2.1,18929,Medium,0,0,0.8566,Approved,0,Female,19-25,0,Reference audit group,postcode_risk_band
APP-00555,US,44,28541,684,0.567,4.7,15852,High,0,1,0.2115,Declined,1,Female,36-45,0,Reference audit group,debt_to_income
APP-00556,US,27,46570,777,0.476,4.2,24644,High,0,0,0.6433,Approved,0,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00557,EU,48,53458,667,0.192,8.9,32529,Very High,1,0,0.3241,Declined,0,Male,46-55,0,Reference audit group,postcode_risk_band
APP-00558,EU,35,32811,700,0.304,3.0,8950,High,0,0,0.459,Declined,0,Male,26-35,0,Reference audit group,postcode_risk_band
APP-00559,EU,49,21016,583,0.435,2.2,5981,Low,0,0,0.1429,Declined,0,Female,46-55,0,Reference audit group,credit_score
APP-00560,EU,29,42821,685,0.349,7.8,23964,Medium,1,0,0.4003,Declined,0,Male,26-35,0,Reference audit group,thin_file_flag
APP-00561,US,37,63254,649,0.321,8.4,36186,Very High,0,1,0.2724,Declined,1,Male,36-45,1,Protected audit group,postcode_risk_band
APP-00562,US,39,76609,697,0.489,5.2,46899,Low,0,0,0.548,Declined,0,Female,36-45,1,Protected audit group,debt_to_income
APP-00563,EU,26,30356,634,0.465,7.0,14037,Low,0,0,0.3017,Declined,0,Female,26-35,0,Reference audit group,credit_score
APP-00564,US,40,48132,565,0.357,2.6,14765,High,1,0,0.084,Declined,0,Female,36-45,1,Protected audit group,credit_score
APP-00565,EU,25,46281,658,0.389,13.9,21517,Very High,0,1,0.2531,Declined,1,Male,19-25,1,Protected audit group,postcode_risk_band
APP-00566,US,36,49260,733,0.136,2.0,11359,Medium,0,0,0.7402,Approved,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00567,EU,30,21967,643,0.436,1.5,11022,Very High,0,1,0.1093,Declined,0,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00568,EU,54,46431,576,0.321,4.7,16061,High,1,1,0.088,Declined,1,Female,46-55,1,Protected audit group,credit_score
APP-00569,US,32,31238,792,0.36,8.7,7848,Low,0,0,0.8464,Approved,0,Female,26-35,0,Reference audit group,credit_score
APP-00570,US,25,59000,597,0.582,6.0,34490,Low,1,0,0.138,Declined,1,Male,19-25,0,Reference audit group,credit_score
APP-00571,EU,32,50251,629,0.201,7.7,27646,High,0,0,0.3502,Declined,0,Male,26-35,0,Reference audit group,postcode_risk_band
APP-00572,US,42,45286,717,0.186,5.1,13240,Low,0,0,0.7393,Approved,0,Female,36-45,0,Reference audit group,credit_score
APP-00573,EU,26,19239,664,0.507,6.3,9627,High,0,0,0.2196,Declined,0,Female,26-35,1,Protected audit group,debt_to_income
APP-00574,US,47,42261,639,0.418,0.6,12854,High,0,0,0.2202,Declined,0,Male,46-55,1,Protected audit group,employment_length
APP-00575,EU,19,48878,634,0.362,5.9,16367,Very High,0,1,0.2034,Declined,1,Male,19-25,1,Protected audit group,postcode_risk_band
APP-00576,US,34,43493,730,0.424,3.5,26917,High,1,0,0.3829,Declined,0,Female,26-35,1,Protected audit group,thin_file_flag
APP-00577,EU,19,81969,688,0.175,6.3,29452,Low,0,0,0.7247,Approved,1,Female,19-25,0,Reference audit group,credit_score
APP-00578,EU,42,65231,679,0.267,2.3,29271,Low,0,0,0.5691,Approved,0,Male,36-45,0,Reference audit group,credit_score
APP-00579,EU,21,54514,627,0.224,2.1,34433,High,1,1,0.1568,Declined,0,Female,19-25,0,Reference audit group,thin_file_flag
APP-00580,EU,39,59090,728,0.366,7.0,23290,Very High,0,0,0.5642,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00581,EU,44,100757,622,0.509,3.2,31850,Very High,1,0,0.1397,Declined,0,Female,36-45,1,Protected audit group,postcode_risk_band
APP-00582,EU,46,41593,732,0.215,3.8,16932,Medium,0,0,0.6874,Approved,0,Male,46-55,0,Reference audit group,postcode_risk_band
APP-00583,US,60,49379,697,0.249,3.1,11916,High,0,0,0.5296,Declined,0,Male,56+,1,Protected audit group,postcode_risk_band
APP-00584,US,19,64817,682,0.43,6.9,22875,Very High,0,0,0.3923,Declined,0,Male,19-25,1,Protected audit group,postcode_risk_band
APP-00585,US,37,41094,605,0.433,0.7,19706,Low,1,1,0.1136,Declined,0,Male,36-45,1,Protected audit group,credit_score
APP-00586,EU,43,68805,631,0.414,6.1,34166,Medium,0,0,0.3332,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00587,US,19,66330,679,0.496,3.5,35517,Low,0,0,0.4553,Declined,1,Male,19-25,0,Reference audit group,debt_to_income
APP-00588,US,33,54321,651,0.311,7.4,26121,Low,0,0,0.4968,Declined,0,Male,26-35,0,Reference audit group,credit_score
APP-00589,US,32,65403,690,0.317,6.6,24736,Low,1,1,0.4826,Declined,0,Male,26-35,1,Protected audit group,thin_file_flag
APP-00590,EU,42,84862,554,0.568,2.7,43029,Medium,1,0,0.0707,Declined,1,Female,36-45,0,Reference audit group,credit_score
APP-00591,US,36,47436,660,0.24,4.2,21386,Medium,0,0,0.4547,Declined,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00592,US,29,79836,676,0.214,5.1,33070,High,0,0,0.5334,Declined,0,Male,26-35,0,Reference audit group,postcode_risk_band
APP-00593,US,37,38093,715,0.558,2.9,20064,Medium,0,0,0.4205,Declined,1,Male,36-45,0,Reference audit group,debt_to_income
APP-00594,US,42,94332,729,0.285,3.3,41363,Medium,0,0,0.7157,Approved,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00595,US,38,103965,708,0.277,5.1,42426,High,1,0,0.5341,Declined,0,Male,36-45,1,Protected audit group,thin_file_flag
APP-00596,US,26,38097,749,0.274,1.4,21276,High,0,0,0.5925,Approved,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00597,US,38,46672,730,0.279,8.6,19552,Low,1,0,0.6687,Approved,0,Male,36-45,0,Reference audit group,thin_file_flag
APP-00598,EU,43,46391,688,0.441,7.6,28743,Medium,0,0,0.4635,Declined,0,Female,36-45,0,Reference audit group,debt_to_income
APP-00599,EU,22,19208,669,0.529,4.9,11933,High,0,1,0.1619,Declined,1,Male,19-25,1,Protected audit group,debt_to_income
APP-00600,EU,40,51838,610,0.624,5.2,34026,Medium,0,0,0.156,Declined,0,Male,36-45,1,Protected audit group,debt_to_income
APP-00601,EU,50,55465,673,0.13,7.9,16381,Low,0,0,0.6919,Approved,0,Male,46-55,0,Reference audit group,credit_score
APP-00602,US,31,54563,713,0.289,7.5,19256,Medium,0,0,0.6754,Approved,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00603,EU,22,37337,614,0.305,2.7,17850,Medium,0,0,0.2412,Declined,0,Male,19-25,1,Protected audit group,credit_score
APP-00604,US,51,30160,714,0.183,4.0,12666,Very High,0,0,0.4927,Declined,1,Female,46-55,0,Reference audit group,postcode_risk_band
APP-00605,EU,19,43660,686,0.293,1.8,20201,High,1,0,0.3105,Declined,0,Male,19-25,1,Protected audit group,thin_file_flag
APP-00606,EU,34,87091,619,0.481,5.2,26707,High,1,0,0.1809,Declined,0,Female,26-35,1,Protected audit group,credit_score
APP-00607,US,19,38460,677,0.337,5.7,24557,High,0,0,0.369,Declined,0,Male,19-25,1,Protected audit group,postcode_risk_band
APP-00608,EU,35,49849,763,0.29,7.4,19141,Medium,0,0,0.7928,Approved,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00609,EU,58,29519,578,0.319,6.7,14855,Low,1,0,0.1465,Declined,1,Female,56+,1,Protected audit group,credit_score
APP-00610,EU,22,42561,643,0.316,3.0,20487,High,0,0,0.2761,Declined,1,Female,19-25,1,Protected audit group,postcode_risk_band
APP-00611,US,36,39589,642,0.288,4.4,18441,High,0,0,0.2963,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00612,US,24,56911,681,0.269,2.8,27698,Medium,0,1,0.444,Declined,1,Female,19-25,0,Reference audit group,income_instability_flag
APP-00613,EU,31,54695,598,0.497,1.9,30728,High,0,1,0.1001,Declined,0,Male,26-35,1,Protected audit group,credit_score
APP-00614,EU,43,63387,693,0.41,2.2,28941,Medium,0,1,0.4193,Declined,1,Male,36-45,1,Protected audit group,income_instability_flag
